timestamp,symbol,underlying,instrument_key,option_symbol,strike,option_type,expiry,strategy,entry_time,exit_time,entry_price,exit_price,quantity,lot_size,number_of_lots,instrument_type,stop_loss,target,trailing_stop,exit_reason,gross_pnl,brokerage,stt,exchange_charges,gst,sebi_charges,stamp_duty,slippage,total_cost,charges,fees,net_pnl,confidence,setup_score,r_multiple
2025-01-02T11:55:00+05:30,NSE_FO|52530|02-01-2025,NIFTY50,NSE_FO|52530|02-01-2025,NIFTY2510223950CE,23950.0,CE,2025-01-02,V8_D_PULLBACK_ATM,2025-01-02T11:55:00+05:30,2025-01-02T12:25:00+05:30,86.5,122.83,75,75,1,INDEX_OPTION,62.28,122.83,62.28,TARGET_HIT,2724.75,7.85,13.82,7.85,2.83,0.0157,0.19,1.57,34.13,34.13,32.56,2690.62,100.0,100.0,1.48
2025-01-06T12:15:00+05:30,NSE_FO|48103|09-01-2025,NIFTY50,NSE_FO|48103|09-01-2025,NIFTY2510923700PE,23700.0,PE,2025-01-09,V8_D_PULLBACK_ATM,2025-01-06T12:15:00+05:30,2025-01-06T15:00:00+05:30,198.8,221.06,75,75,1,INDEX_OPTION,143.14,282.3,221.06,TRAILING_STOP_HIT,1669.5,15.74,24.87,15.74,5.67,0.0315,0.45,3.15,65.65,65.65,62.5,1603.85,100.0,100.0,0.38
2025-01-06T15:10:00+05:30,NSE_FO|48099|09-01-2025,NIFTY50,NSE_FO|48099|09-01-2025,NIFTY2510923600PE,23600.0,PE,2025-01-09,V8_D_PULLBACK_ATM,2025-01-06T15:10:00+05:30,2025-01-06T15:15:00+05:30,200.1,186.1,75,75,1,INDEX_OPTION,144.07,284.14,144.07,INTRADAY_SQUARE_OFF,-1050.0,14.48,20.94,14.48,5.22,0.029,0.45,2.9,58.5,58.5,55.6,-1108.5,100.0,100.0,-0.26
2025-01-08T11:40:00+05:30,NSE_FO|48097|09-01-2025,NIFTY50,NSE_FO|48097|09-01-2025,NIFTY2510923550PE,23550.0,PE,2025-01-09,V8_D_PULLBACK_ATM,2025-01-08T11:40:00+05:30,2025-01-08T12:55:00+05:30,76.15,86.6,75,75,1,INDEX_OPTION,50.02,115.34,86.6,TRAILING_STOP_HIT,783.75,6.1,9.74,6.1,2.2,0.0122,0.17,1.22,25.54,25.54,24.32,758.21,100.0,100.0,0.39
2025-01-08T13:00:00+05:30,NSE_FO|48097|09-01-2025,NIFTY50,NSE_FO|48097|09-01-2025,NIFTY2510923550PE,23550.0,PE,2025-01-09,V8_D_PULLBACK_ATM,2025-01-08T13:00:00+05:30,2025-01-08T13:25:00+05:30,89.3,64.3,75,75,1,INDEX_OPTION,64.3,126.81,64.3,STOP_LOSS_HIT,-1875.0,5.76,7.23,5.76,2.08,0.0115,0.2,1.15,22.19,22.19,21.04,-1897.19,100.0,100.0,-1.01
2025-01-10T10:25:00+05:30,NSE_FO|52576|16-01-2025,NIFTY50,NSE_FO|52576|16-01-2025,NIFTY2511623400PE,23400.0,PE,2025-01-16,V8_D_PULLBACK_ATM,2025-01-10T10:25:00+05:30,2025-01-10T11:00:00+05:30,175.8,126.58,75,75,1,INDEX_OPTION,126.58,249.64,126.58,STOP_LOSS_HIT,-3691.5,11.34,14.24,11.34,4.09,0.0227,0.4,2.27,43.7,43.7,41.43,-3735.2,100.0,100.0,-1.01
2025-01-13T10:40:00+05:30,NSE_FO|52570|16-01-2025,NIFTY50,NSE_FO|52570|16-01-2025,NIFTY2511623300PE,23300.0,PE,2025-01-16,V8_D_PULLBACK_ATM,2025-01-13T10:40:00+05:30,2025-01-13T13:05:00+05:30,142.0,201.64,75,75,1,INDEX_OPTION,102.24,201.64,157.9,TARGET_HIT,4473.0,12.89,22.68,12.89,4.65,0.0258,0.32,2.58,56.04,56.04,53.46,4416.96,100.0,100.0,1.48
2025-01-17T11:35:00+05:30,NSE_FO|54785|23-01-2025,NIFTY50,NSE_FO|54785|23-01-2025,NIFTY2512323150PE,23150.0,PE,2025-01-23,V8_D_PULLBACK_ATM,2025-01-17T11:35:00+05:30,2025-01-17T14:35:00+05:30,168.9,121.61,75,75,1,INDEX_OPTION,121.61,239.84,121.61,STOP_LOSS_HIT,-3546.75,10.89,13.68,10.89,3.92,0.0218,0.38,2.18,41.96,41.96,39.78,-3588.71,100.0,100.0,-1.01
2025-01-20T12:35:00+05:30,NSE_FO|54939|23-01-2025,NIFTY50,NSE_FO|54939|23-01-2025,NIFTY2512323350CE,23350.0,CE,2025-01-23,V8_D_PULLBACK_ATM,2025-01-20T12:35:00+05:30,2025-01-20T13:30:00+05:30,150.44,150.44,75,75,1,INDEX_OPTION,108.32,213.62,150.44,TRAILING_STOP_HIT,0.0,11.28,16.92,11.28,4.06,0.0226,0.34,2.26,46.16,46.16,43.9,-46.16,100.0,100.0,-0.01
2025-01-22T09:40:00+05:30,NSE_FO|54779|23-01-2025,NIFTY50,NSE_FO|54779|23-01-2025,NIFTY2512323050PE,23050.0,PE,2025-01-23,V8_D_PULLBACK_ATM,2025-01-22T09:40:00+05:30,2025-01-22T10:05:00+05:30,85.5,56.83,75,75,1,INDEX_OPTION,56.83,128.51,56.83,STOP_LOSS_HIT,-2150.25,5.34,6.39,5.34,1.92,0.0107,0.19,1.07,20.26,20.26,19.19,-2170.51,100.0,100.0,-1.01
2025-01-22T10:15:00+05:30,NSE_FO|54783|23-01-2025,NIFTY50,NSE_FO|54783|23-01-2025,NIFTY2512323100PE,23100.0,PE,2025-01-23,V8_D_PULLBACK_ATM,2025-01-22T10:15:00+05:30,2025-01-22T11:30:00+05:30,83.1,83.1,75,75,1,INDEX_OPTION,57.17,122.0,83.1,TRAILING_STOP_HIT,0.0,6.23,9.35,6.23,2.25,0.0125,0.19,1.25,25.51,25.51,24.26,-25.51,100.0,100.0,-0.01
2025-01-23T11:05:00+05:30,NSE_FO|54857|23-01-2025,NIFTY50,NSE_FO|54857|23-01-2025,NIFTY2512323250CE,23250.0,CE,2025-01-23,V8_D_PULLBACK_ATM,2025-01-23T11:05:00+05:30,2025-01-23T11:40:00+05:30,19.39,11.63,300,75,4,INDEX_OPTION,11.63,31.02,11.63,STOP_LOSS_HIT,-2328.0,4.65,5.23,4.65,1.68,0.0093,0.17,0.93,17.32,17.32,16.39,-2345.32,100.0,100.0,-1.01
2025-01-24T15:10:00+05:30,NSE_FO|43286|30-01-2025,NIFTY50,NSE_FO|43286|30-01-2025,NIFTY2513023100PE,23100.0,PE,2025-01-30,V8_D_PULLBACK_ATM,2025-01-24T15:10:00+05:30,2025-01-24T15:15:00+05:30,168.2,153.15,50,25,2,INDEX_OPTION,121.1,238.84,121.1,INTRADAY_SQUARE_OFF,-752.5,8.03,11.49,8.03,2.89,0.0161,0.25,1.61,32.32,32.32,30.71,-784.82,100.0,100.0,-0.33
2025-01-24T15:20:00+05:30,NSE_FO|43286|30-01-2025,NIFTY50,NSE_FO|43286|30-01-2025,NIFTY2513023100PE,23100.0,PE,2025-01-30,V8_D_PULLBACK_ATM,2025-01-24T15:20:00+05:30,2025-01-24T15:25:00+05:30,159.6,158.25,50,25,2,INDEX_OPTION,114.91,226.63,114.91,INTRADAY_SQUARE_OFF,-67.5,7.95,11.87,7.95,2.86,0.0159,0.24,1.59,32.48,32.48,30.89,-99.98,100.0,100.0,-0.04
2025-01-27T11:35:00+05:30,NSE_FO|43262|30-01-2025,NIFTY50,NSE_FO|43262|30-01-2025,NIFTY2513022850PE,22850.0,PE,2025-01-30,V8_D_PULLBACK_ATM,2025-01-27T11:35:00+05:30,2025-01-27T15:15:00+05:30,153.94,152.65,50,25,2,INDEX_OPTION,110.84,218.59,110.84,INTRADAY_SQUARE_OFF,-64.5,7.66,11.45,7.66,2.76,0.0153,0.23,1.53,31.31,31.31,29.78,-95.81,100.0,100.0,-0.04
